Transaction Number,Vendor,Category,Amount
5201140813,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man",£683
8001803801,WEST LODGE LIMITED,Temporary Accommodation,£682
5201139170,TYCO FIRE & INTEGRATED SOLUTIONS (U,"Construction, Property and Fac Man",£682
8001803841,WEST LODGE LIMITED,Temporary Accommodation,£682
8001842775,WEST LODGE LIMITED,Temporary Accommodation,£682
5201140863,NPS LONDON LTD,"Construction, Property and Fac Man",£681
8001809281,CIRCLE OF CARE SERVICE LTD,Social care,£681
8001844362,HEADWAY EAST LONDON,Social care,£680
5201140025,B & L COACHES,Transport & Travel,£680
8001844261,HEADWAY EAST LONDON,Social care,£680
5201140055,RIMA DESIGN LTD,Communication,£680
8001844401,HEADWAY EAST LONDON,Social care,£680
8001804546,HEADWAY EAST LONDON,Social care,£680
8001804549,HEADWAY EAST LONDON,Social care,£680
8001804544,HEADWAY EAST LONDON,Social care,£680
8001815423,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,£680
8001813481,CAMPHILL MILTON KEYNES COMMUNTIES,"Construction, Property and Fac Man",£678
8001813361,CAMPHILL MILTON KEYNES COMMUNTIES,Social care,£678
5201138987,MYERS (IDEAL SUPPLIES) LTD,General,£677
8001849630,SEVACARE (UK) LTD,Social care,£676
5201139336,BUNZL UK LTD t/a GREENHAM,General,£676
8001831861,CIRCLE OF CARE SERVICE LTD,Social care,£676
8001808521,CIRCLE OF CARE SERVICE LTD,Social care,£676
5201139254,REDACTED PERSONAL DATA,Sport and Leisure,£676
1900804147,STEP BY STEP,Social care,£675
8001849761,SEVACARE (UK) LTD,Social care,£674
8001850923,METROPOLITAN HOUSING TRUST LTD,"Construction, Property and Fac Man",£674
1900805060,SPEAKERS TRUST LIMITED,Learning and Development,£673
8001814841,LONDON CARE PLC,Social care,£672
8001815159,LONDON CARE PLC,Social care,£672
8001822941,VINEYARD (UK) SERVICES LTD,Social care,£672
1900802773,ILSE AMLOT CENTRE FOR WOMEN & CHILD,People and Recruitment,£672
8001822922,VINEYARD (UK) SERVICES LTD,Social care,£672
5201139216,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,£672
8001822901,VINEYARD (UK) SERVICES LTD,Social care,£672
8001801701,ACORN VILLAGES LIMITED,Social care,£671
8001839241,ACORN VILLAGES LIMITED,Social care,£671
8001846971,LONDON CARE PLC,Social care,£671
8001846691,LONDON CARE PLC,Social care,£671
8001814751,LONDON CARE PLC,Social care,£671
5201139792,G RYDER & CO LTD,General,£671
8001837101,ONE HOUSING GROUP LTD,Social care,£670
1900803503,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Learning and Development,£669
8001815571,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,£669
8001812101,SATELLITE CONSORTIUM LIMITED,Social care,£668
8001844361,SATELLITE CONSORTIUM LIMITED,Social care,£668
8001812801,SATELLITE CONSORTIUM LIMITED,Social care,£668
8001812441,SATELLITE CONSORTIUM LIMITED,Social care,£668
8001842921,SATELLITE CONSORTIUM LIMITED,Social care,£668
8001846682,LONDON CARE PLC,Social care,£668
8001815062,LONDON CARE PLC,Social care,£668
8001814742,LONDON CARE PLC,Social care,£668
8001846962,LONDON CARE PLC,Social care,£668
8001846777,LONDON CARE PLC,Social care,£667
5201140913,REDACTED PERSONAL DATA,Sport and Leisure,£667
8001814762,LONDON CARE PLC,Social care,£667
8001815082,LONDON CARE PLC,Social care,£667
8001815149,LONDON CARE PLC,Social care,£667
8001847062,LONDON CARE PLC,Social care,£667
8001815141,LONDON CARE PLC,Social care,£667
8001846979,LONDON CARE PLC,Social care,£667
8001846699,LONDON CARE PLC,Social care,£667
8001847076,LONDON CARE PLC,Social care,£667
8001846784,LONDON CARE PLC,Social care,£667
8001814764,LONDON CARE PLC,Social care,£667
8001815080,LONDON CARE PLC,Social care,£667
8001815165,LONDON CARE PLC,Social care,£667
8001815202,LONDON CARE PLC,Social care,£667
8001850759,ONE HOUSING GROUP LTD,Social care,£667
8001808921,CIRCLE OF CARE SERVICE LTD,Social care,£666
8001831781,CIRCLE OF CARE SERVICE LTD,Social care,£666
8001808941,CIRCLE OF CARE SERVICE LTD,Social care,£666
8001807269,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£665
5201141615,MUDFORDS LTD,"Construction, Property and Fac Man",£665
8001850803,DRS CARE HOMES LTD,Temporary Accommodation,£664
8001816261,PRECIOUS HOMES LTD,Social care,£664
5201139157,DEMETRIOU & ENGLISH (W.GREEN),General,£663
8001847126,LONDON CARE PLC,Social care,£662
8001811741,ANDERSEN CARE LIMITED,Social care,£661
8001833981,DILIGENT CARE SERVICES LTD,Social care,£660
5201138789,CIPFA,Legal,£660
8001834081,DILIGENT CARE SERVICES LTD,Social care,£660
5201140046,RIMA DESIGN LTD,Communication,£660
8001825621,CHRISTIES CARE LTD,Social care,£660
8001850890,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£660
8001850883,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£660
8001850881,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£660
8001850871,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£660
8001850887,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£660
8001850872,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£660
8001850950,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£660
8001850878,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£660
8001850886,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£660
8001814847,LONDON CARE PLC,Social care,£660
8001814831,LONDON CARE PLC,Social care,£660
8001846799,LONDON CARE PLC,Social care,£660
8001850903,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£659
8001800221,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£658
8001800081,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£658
8001804681,BIKUR CHOLIM LTD,Social care,£658
8001815076,LONDON CARE PLC,Social care,£657
5201138449,KEMICO LIMITED,General,£657
5201141155,REDACTED PERSONAL DATA,Sport and Leisure,£656
5201139742,REDACTED PERSONAL DATA,Sport and Leisure,£656
8001844101,SATELLITE CONSORTIUM LIMITED,Social care,£656
1900803148,LADYBUR HOUSING COOPERATIVE LTD,Temporary Accommodation,£655
8001798421,REDACTED PERSONAL DATA,Children and Education,£654
8001809501,CIRCLE OF CARE SERVICE LTD,Social care,£654
8001849832,SEVACARE (UK) LTD,Social care,£653
1900803298,NORTH WEST LONDON HOSPITALS NHS TRU,Public Health,£652
1900802802,ILSE AMLOT CENTRE FOR WOMEN & CHILD,People and Recruitment,£652
8001795681,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£651
5201140141,REDACTED PERSONAL DATA,Sport and Leisure,£651
1900803593,HOT SEAT,Communication,£650
5201139356,REDACTED PERSONAL DATA,Legal,£650
5201138453,JUST EQUALITY,Learning and Development,£650
5201138727,CIVICA UK LTD,People and Recruitment,£650
5201141337,REDACTED PERSONAL DATA,Legal,£650
1900804150,TIGERLILY CHILDCARE ESSEX LTD,Communication,£650
5201138857,ENVIRONMENTAL EVALUATION LTD,"Construction, Property and Fac Man",£650
1900802742,REDACTED PERSONAL DATA,Legal,£650
1900802283,TMP (UK)LIMITED,Communication,£650
8001801521,ONE HOUSING GROUP LTD,Social care,£649
8001818622,EXTRA MILE CARE COMPANY,Social care,£649
5201138901,HUDSON GLOBAL RESOURCES LTD,People and Recruitment,£649
5201140490,HUDSON GLOBAL RESOURCES LTD,People and Recruitment,£649
8001849787,SEVACARE (UK) LTD,Social care,£648
5201141528,MEDEQUIP ASSISTIVE TECH. LTD,Social care,£648
5201140150,FERRY LANE PRIMARY SCHOOL,Children and Education,£648
8001814804,LONDON CARE PLC,Social care,£647
8001815122,LONDON CARE PLC,Social care,£647
1900804254,EDUZONE,Children and Education,£647
8001799621,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£646
8001799901,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£646
8001830902,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£646
8001800421,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£646
5201140707,G4S SECURE SOLUTIONS (UK) LIMITED,"Construction, Property and Fac Man",£646
8001846735,LONDON CARE PLC,Social care,£646
8001787821,CORE OUTREACH & CARE SERVICES UK LT,Social care,£645
8001835402,HAIL LTD,Social care,£645
5201138571,RESONATE CONSULTING LTD,Learning and Development,£645
5201140690,REDACTED PERSONAL DATA,Sport and Leisure,£645
8001826061,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£644
8001826102,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£644
8001834101,ONE HOUSING GROUP LTD,Social care,£644
8001849622,SEVACARE (UK) LTD,Social care,£643
8001849739,SEVACARE (UK) LTD,Social care,£643
8001849609,SEVACARE (UK) LTD,Social care,£643
8001849650,SEVACARE (UK) LTD,Social care,£643
8001794821,HAIL LTD,Social care,£643
8001795081,HAIL LTD,Social care,£643
8001828141,HAIL LTD,Social care,£643
8001828721,HAIL LTD,Social care,£643
8001827941,HAIL LTD,Social care,£643
8001828181,HAIL LTD,Social care,£643
8001827921,HAIL LTD,Social care,£643
8001828261,HAIL LTD,Social care,£643
8001795101,HAIL LTD,Social care,£643
8001828481,HAIL LTD,Social care,£643
8001795261,HAIL LTD,Social care,£643
8001795541,HAIL LTD,Social care,£643
8001795521,HAIL LTD,Social care,£643
8001828221,HAIL LTD,Social care,£643
8001828361,HAIL LTD,Social care,£643
8001828461,HAIL LTD,Social care,£643
8001828061,HAIL LTD,Social care,£643
8001795061,HAIL LTD,Social care,£643
8001828441,HAIL LTD,Social care,£643
8001827681,HAIL LTD,Social care,£643
8001795481,HAIL LTD,Social care,£643
8001795501,HAIL LTD,Social care,£643
8001795561,HAIL LTD,Social care,£643
8001795141,HAIL LTD,Social care,£643
8001828081,HAIL LTD,Social care,£643
8001795301,HAIL LTD,Social care,£643
8001828101,HAIL LTD,Social care,£643
8001795121,HAIL LTD,Social care,£643
8001795181,HAIL LTD,Social care,£643
8001814823,LONDON CARE PLC,Social care,£643
8001810640,ADEZA CARE HOMES LTD,Temporary Accommodation,£643
1900803722,COMMUNITY HOUSING LTD,Temporary Accommodation,£643
1900803649,ING LEASE (UK) LIMITED,General,£642
8001809301,CIRCLE OF CARE SERVICE LTD,Social care,£642
5201139404,XEROX (UK) LTD,IT and Telecoms,£642
8001806641,DIMENSIONS (UK) LIMITED,Social care,£641
8001840301,DIMENSIONS (UK) LIMITED,Social care,£641
8001849634,SEVACARE (UK) LTD,Social care,£641
5201138672,PHS COMPLIANCE LTD,"Construction, Property and Fac Man",£640
8001799981,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£640
5201138589,BRITANNIA FIRE & SECURITY LTD,"Construction, Property and Fac Man",£640
8001809181,CIRCLE OF CARE SERVICE LTD,Social care,£640
8001797041,PREMIER CAREWAITING LTD,Social care,£640
8001807401,ARGOS BUSINESS SOLUTIONS LTD,Children and Education,£639
5201141590,TNT POST LONDON LTD,General,£639
1900803929,REDACTED PERSONAL DATA,General,£639
5201138873,RINGWAY JACOBS LIMITED,Public Realm,£639
5201138719,PANACEA SOFTWARE LTD,IT and Telecoms,£638
8001846701,LONDON CARE PLC,Social care,£638
8001810881,VINEYARD (UK) SERVICES LTD,Social care,£638
8001810901,VINEYARD (UK) SERVICES LTD,Social care,£638
8001810921,VINEYARD (UK) SERVICES LTD,Social care,£638
8001814766,LONDON CARE PLC,Social care,£638
8001846703,LONDON CARE PLC,Social care,£638
8001814797,LONDON CARE PLC,Social care,£638
8001816721,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£638
8001802202,HARINGTON SCHEME,Social care,£636
8001835661,HARINGTON SCHEME,Social care,£636
5201139045,REDACTED PERSONAL DATA,Sport and Leisure,£636
8001849804,SEVACARE (UK) LTD,Social care,£636
8001804741,THE REGARD PARTNERSHIP LIMITED,Social care,£635
1900804468,RIDGE AND PARTNERS LLP,"Construction, Property and Fac Man",£635
5201141596,CHEMSOL LTD,General,£634
8001815084,LONDON CARE PLC,Social care,£631
8001849567,SEVACARE (UK) LTD,Social care,£631
1900802552,TRUST EDUCATION LIMITED,People and Recruitment,£630
1900804266,TRUST EDUCATION LIMITED,People and Recruitment,£630
1900803970,IMPROVEMNT AND DEVELOPMENT AGENCY,Finance,£630
1900803161,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,£629
8001850824,FIVE RIVERS CHILD CARE LTD,Children and Education,£629
8001815170,LONDON CARE PLC,Social care,£629
8001814879,LONDON CARE PLC,Social care,£629
8001846829,LONDON CARE PLC,Social care,£629
8001846698,LONDON CARE PLC,Social care,£629
8001846978,LONDON CARE PLC,Social care,£629
8001847081,LONDON CARE PLC,Social care,£629
8001846804,LONDON CARE PLC,Social care,£629
5201139255,ROYAL NEWS,Communication,£629
8001850989,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£629
8001817841,EXTRA MILE CARE COMPANY,Social care,£628
8001831561,CIRCLE OF CARE SERVICE LTD,Social care,£628
8001810661,FLEXSERVE UK LIMITED,Social care,£627
8001796821,PREMIER CAREWAITING LTD,Social care,£627
8001830042,PREMIER CAREWAITING LTD,Social care,£627
8001812361,SATELLITE CONSORTIUM LIMITED,Social care,£627
8001844061,SATELLITE CONSORTIUM LIMITED,Social care,£627
8001848935,TACT,Children and Education,£626
8001848862,CAPSTONE VISION FOSTER CARE LTD,Children and Education,£626
8001848863,CAPSTONE VISION FOSTER CARE LTD,Children and Education,£626
8001819461,EXTRA MILE CARE COMPANY,Social care,£625
5201139361,REDACTED PERSONAL DATA,Legal,£625
1900804810,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,£625
8001846820,LONDON CARE PLC,Social care,£624
8001814869,LONDON CARE PLC,Social care,£624
8001833581,CIRCLE OF CARE SERVICE LTD,Social care,£624
8001834641,DILIGENT CARE SERVICES LTD,Social care,£624
8001835621,HARINGTON SCHEME,Social care,£624
8001802242,HARINGTON SCHEME,Social care,£624
8001835641,HARINGTON SCHEME,Social care,£624
8001849732,SEVACARE (UK) LTD,Social care,£623
8001847002,LONDON CARE PLC,Social care,£621
8001832323,CIRCLE OF CARE SERVICE LTD,Social care,£621
8001849639,SEVACARE (UK) LTD,Social care,£620
8001849751,SEVACARE (UK) LTD,Social care,£620
8001800941,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£620
1900802733,BBL GLASS LTD,"Construction, Property and Fac Man",£620
8001803781,WEST LODGE LIMITED,Temporary Accommodation,£620
8001823141,ALFA ACCOMODATION AGENCY LTD,Temporary Accommodation,£620
8001835901,WOOD GREEN FILMS LTD,Social care,£620
8001817281,COUNCIL OF ASIAN PEOPLE HAR DAY CAR,Social care,£619
8001824821,VINEYARD (UK) SERVICES LTD,Social care,£618
8001815071,LONDON CARE PLC,Social care,£618
8001814852,LONDON CARE PLC,Social care,£617
8001847107,LONDON CARE PLC,Social care,£617
8001831341,PREMIER CAREWAITING LTD,Social care,£617
8001843101,FLEXSERVE UK LIMITED,Social care,£617
8001829541,PREMIER CAREWAITING LTD,Social care,£616
8001835953,WEST LODGE LIMITED,"Construction, Property and Fac Man",£616
8001842801,WEST LODGE LIMITED,Temporary Accommodation,£616
8001807289,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£616
1900803943,IC CONSULTANTS LTD,General,£616
8001814801,LONDON CARE PLC,Social care,£616
1900804964,REDACTED PERSONAL DATA,General,£616
1900805021,PLEXUS CLIENT ACCOUNT,Finance,£615
8001825441,A & J KOHLI LTD T/A BLUEBIRD CARE (,Social care,£615
8001825461,A & J KOHLI LTD T/A BLUEBIRD CARE (,Social care,£615
8001833261,CIRCLE OF CARE SERVICE LTD,Social care,£614
8001807781,CIRCLE OF CARE SERVICE LTD,Social care,£614
8001818761,EXTRA MILE CARE COMPANY,Social care,£613
8001847098,LONDON CARE PLC,Social care,£613
8001815187,LONDON CARE PLC,Social care,£613
8001811101,FLEXSERVE UK LIMITED,Social care,£613
5201141516,MEDEQUIP ASSISTIVE TECH. LTD,Social care,£612
1900802605,TREKDEAN PROPERTY MAINTENANCE LTD,"Construction, Property and Fac Man",£611
5201140079,JCDECAUX UK LTD,Communication,£611
5201138385,F.P. EXECUTIVE AGENCY LTD,General,£610
1900804134,D LANGUAGES LTD,Communication,£610
8001815064,LONDON CARE PLC,Social care,£610
8001814744,LONDON CARE PLC,Social care,£610
1900803579,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man",£609
8001815119,LONDON CARE PLC,Social care,£609
8001811912,METROPOLITAN HOUSING TRUST LTD,"Construction, Property and Fac Man",£608
8001846822,LONDON CARE PLC,Social care,£608
8001803041,WOOD GREEN FILMS LTD,Social care,£608
8001815117,LONDON CARE PLC,Social care,£605
8001847030,LONDON CARE PLC,Social care,£605
1900802999,REDACTED PERSONAL DATA,Temporary Accommodation,£605
8001819581,CORE OUTREACH & CARE SERVICES UK LT,Social care,£605
8001815180,LONDON CARE PLC,Social care,£605
8001812701,ANDERSEN CARE LIMITED,Social care,£605
8001805101,REDACTED PERSONAL DATA,Temporary Accommodation,£605
8001805121,REDACTED PERSONAL DATA,Temporary Accommodation,£605
8001850502,METHODIST HOMES FOR THE AGED,Temporary Accommodation,£604
8001816361,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£604
5201139048,REDACTED PERSONAL DATA,Sport and Leisure,£603
8001830621,CIRCLE OF CARE SERVICE LTD,Social care,£603
5201141260,PRESERVATION EQUIPMENT LTD,General,£603
8001796361,PREMIER CAREWAITING LTD,Social care,£602
8001796681,PREMIER CAREWAITING LTD,Social care,£602
8001814844,LONDON CARE PLC,Social care,£601
8001815095,LONDON CARE PLC,Social care,£601
8001814776,LONDON CARE PLC,Social care,£601
8001815162,LONDON CARE PLC,Social care,£601
8001847057,LONDON CARE PLC,Social care,£600
8001846779,LONDON CARE PLC,Social care,£600
8001828041,NORTH LONDON ASIAN CARE,Social care,£600
8001821483,DRS CARE HOMES LTD,Temporary Accommodation,£600
8001793861,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£600
1900804215,ACE EDUCATION TRAINING LLP,Children and Education,£600
8001833001,DILIGENT CARE SERVICES LTD,Social care,£600
8001820331,ALLPAY LTD,General,£600
8001832901,DILIGENT CARE SERVICES LTD,Social care,£600
5201139243,NORTHUMBERLAND PARK COMM SCHOOL,General,£600
1900803979,REPATH LTD,General,£600
8001825681,CHRISTIES CARE LTD,Social care,£600
8001843301,MAISON MOTI LTD,Social care,£600
8001830341,CORE ARTS,Social care,£600
8001834061,DILIGENT CARE SERVICES LTD,Social care,£600
5201140134,REDACTED PERSONAL DATA,Legal,£600
8001807701,MAISON MOTI LTD,Social care,£600
5201141262,ELEKTROMOTIVE LTD,Public Realm,£600
8001835921,DILIGENT CARE SERVICES LTD,Social care,£600
8001820323,ALLPAY LTD,General,£600
1900803597,NEOPOST LTD,General,£600
5201139323,GRETCHEN PRECEY SOCIAL WORK SERVICE,Learning and Development,£600
8001820330,ALLPAY LTD,General,£600
8001809241,CIRCLE OF CARE SERVICE LTD,Social care,£599
1900804795,THOMSON REUTERS,Communication,£599
8001809581,GREEK+GREEK CYPRIOT COMM OF ENFIELD,Social care,£598
8001830641,CIRCLE OF CARE SERVICE LTD,Social care,£598
8001808201,CIRCLE OF CARE SERVICE LTD,Social care,£598
8001808181,CIRCLE OF CARE SERVICE LTD,Social care,£598
8001831201,PREMIER CAREWAITING LTD,Social care,£598
8001846981,LONDON CARE PLC,Social care,£598
8001811853,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£596
8001811869,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£596
8001811942,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£596
8001811864,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£596
8001811866,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£596
8001811870,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£596
8001811860,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man",£596
8001811854,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£596
1900803940,QUEEN MARY UNIVERSITY OF LONDON,General,£596
8001811888,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£595
