Transaction No.,Vendor Name, Category ,Amount
8001754729,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162.00"
8001754730,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162.00"
8001754613,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162.00"
8001754760,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162.00"
8001754728,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162.00"
1900800032,THAMES WATER UTILITIES LTD,Energy and Utilities,"£3,160.67"
5201135050,THE STAUNTON GROUP PRACTICE,Public Health,"£3,158.02"
8001735365,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,150.00"
8001765376,DRS CARE HOMES LTD,Temporary Accommodation,"£3,144.82"
8001754639,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,144.28"
8001754694,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,144.28"
8001741221,FOCUS CARELINK LTD,Social care,"£3,138.75"
8001754598,TACT,Children and Education,"£3,131.00"
8001754744,TACT,Children and Education,"£3,131.00"
8001754600,TACT,Children and Education,"£3,131.00"
8001761323,MILLENNIUM CARE LTD,Temporary Accommodation,"£3,130.64"
8001754774,RAINBOW FOSTERING SERVICES LTD,Children and Education,"£3,126.58"
8001764057,THE REGARD PARTNERSHIP LIMITED,Social care,"£3,124.67"
8001764022,QUEEN ANN HOUSE,Temporary Accommodation,"£3,116.48"
8001725961,SANCTUARY HOUSING ASSOCIATION,Temporary Accommodation,"£3,114.00"
8001765329,ROSS WYLD CARE HOME,Temporary Accommodation,"£3,110.05"
8001719679,VITALISE,Social care,"£3,109.86"
8001754692,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,105.27"
8001744661,KISHARON,Social care,"£3,104.03"
8001754763,RYANCARE FOSTERING LTD,Children and Education,"£3,100.00"
8001754628,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,100.00"
8001765361,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001754616,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,100.00"
8001754667,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,100.00"
8001764161,MAGICARE LTD,Temporary Accommodation,"£3,100.00"
8001754736,RYANCARE FOSTERING LTD,Children and Education,"£3,100.00"
8001761349,MELROSE HOUSE,Temporary Accommodation,"£3,100.00"
8001754617,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,100.00"
8001754582,TIME FOR CHILDREN LIMITED,Children and Education,"£3,100.00"
8001765407,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001754790,TIME FOR CHILDREN LIMITED,Children and Education,"£3,100.00"
8001765399,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001754791,TIME FOR CHILDREN LIMITED,Children and Education,"£3,100.00"
8001754666,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,100.00"
8001733401,NAS SERVICES LTD,Children and Education,"£3,098.20"
8001763896,LANCAM NURSING HOME,Temporary Accommodation,"£3,095.17"
8001703681,WESTELM HOMES LIMITED,Temporary Accommodation,"£3,081.86"
1900799362,WOODCROFT SCHOOL,Children and Education,"£3,080.00"
1900799199,WOODCROFT SCHOOL,Children and Education,"£3,080.00"
1900799361,WOODCROFT SCHOOL,Children and Education,"£3,080.00"
1900799360,WOODCROFT SCHOOL,Children and Education,"£3,080.00"
8001744041,THE REGARD PARTNERSHIP LIMITED,Temporary Accommodation,"£3,078.83"
8001754792,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,077.86"
8001754677,RYANCARE FOSTERING LTD,Children and Education,"£3,077.86"
8001764188,MAGICARE LTD,Temporary Accommodation,"£3,077.86"
8001754776,RYANCARE FOSTERING LTD,Children and Education,"£3,077.86"
8001764170,ROSEVIEW CARE HOMES,Temporary Accommodation,"£3,077.86"
8001764171,MAGICARE LTD,Temporary Accommodation,"£3,077.86"
8001764038,ROSEVIEW CARE HOMES,Temporary Accommodation,"£3,077.86"
8001754780,RYANCARE FOSTERING LTD,Children and Education,"£3,077.86"
8001754788,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,077.86"
8001765530,DRS CARE HOMES LTD,Temporary Accommodation,"£3,066.34"
8001761261,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,063.99"
8001761294,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,063.37"
200343120,DIMENSIONS (UK) LIMITED,Social care,"£3,060.96"
8001758181,EXTRA MILE CARE COMPANY,Social care,"£3,057.09"
8001763873,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,056.65"
8001763904,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,056.65"
8001763872,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,056.65"
8001765402,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001765406,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001754664,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,055.72"
8001761363,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£3,055.72"
8001754665,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,055.72"
8001765401,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001765410,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001765404,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001765405,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001765489,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001765403,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001765411,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001754796,CORE ASSETS FOSTERING LTD,Children and Education,"£3,052.75"
8001754738,FOSTER CARE ASSOCIATES LIMITED,Children and Education,"£3,052.75"
8001754612,KENT HOMEFINDING AND FOSTERING LTD,Children and Education,"£3,041.10"
8001754609,KENT HOMEFINDING AND FOSTERING LTD,Children and Education,"£3,041.10"
8001754683,KENT HOMEFINDING AND FOSTERING LTD,Children and Education,"£3,041.10"
8001765316,ROSS WYLD CARE HOME,Temporary Accommodation,"£3,039.81"
8001754691,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,036.76"
8001763933,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£3,034.51"
8001763871,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£3,034.51"
8001754658,WELLCARE FOSTERING SERVICES LIMITED,Children and Education,"£3,033.58"
8001754655,WELLCARE FOSTERING SERVICES LIMITED,Children and Education,"£3,033.58"
8001754654,WELLCARE FOSTERING SERVICES LIMITED,Children and Education,"£3,033.58"
5201133157,PACE FUELCARE LTD,Energy and Utilities,"£3,025.50"
8001736301,NEXT STEP SUPPORT LTD,Social care,"£3,024.80"
8001736281,NEXT STEP SUPPORT LTD,Social care,"£3,024.80"
5201135283,RINGWAY JACOBS LIMITED,Public Realm,"£3,024.51"
8001737961,CIRCLE OF CARE SERVICE LTD,Social care,"£3,024.00"
8001750541,CIRCLE OF CARE SERVICE LTD,Social care,"£3,024.00"
8001763854,BROOKLAND HOMES LTD,Temporary Accommodation,"£3,021.26"
8001765397,DRS CARE HOMES LTD,Temporary Accommodation,"£3,016.74"
1900798852,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£3,014.55"
200342649,HORNSEY HOUSING TRUST,Social care,"£3,014.38"
8001754715,NEXUS FOSTERING LIMITED,Children and Education,"£3,011.42"
8001761447,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£3,011.42"
8001764166,MAGICARE LTD,Temporary Accommodation,"£3,011.42"
8001764167,MAGICARE LTD,Temporary Accommodation,"£3,011.42"
8001754723,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,011.42"
8001764118,PRECIOUS HOMES LTD,Temporary Accommodation,"£3,011.42"
8001754661,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,011.34"
8001754746,TACT,Children and Education,"£3,007.00"
8001719481,KISHARON,Social care,"£3,003.90"
8001733261,SHINE PARTNERSHIPS LTD,Social care,"£3,002.57"
8001726121,ST ALEX LTD,Temporary Accommodation,"£3,001.60"
8001726881,ST ALEX LTD,Temporary Accommodation,"£3,000.00"
1900799831,MACOB SYSTEMS LIMITED,Temporary Accommodation,"£3,000.00"
1900799518,TITCHFIELD PROPERTIES LTD,Temporary Accommodation,"£3,000.00"
1900799833,ASSURED HOMES LTD,Temporary Accommodation,"£3,000.00"
1900800045,TOTTENHAM TRADERS PARTNERSHIP,People and Recruitment,"£3,000.00"
5201135319,STACE LLP,"Construction, Property and Fac Man","£3,000.00"
1900799826,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,000.00"
1900799882,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,000.00"
1900799913,THE WILLOW PRIMARY SCHOOL,Children and Education,"£3,000.00"
8001734141,VINEYARD (UK) SERVICES LTD,Temporary Accommodation,"£3,000.00"
8001734161,VINEYARD (UK) SERVICES LTD,Temporary Accommodation,"£3,000.00"
5201133513,B'SAFE PEDESTRIAN TRAINING FOR ALL,Learning and Development,"£2,997.00"
8001764060,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£2,994.11"
8001761841,CONSENSA CARE LTD,Social care,"£2,993.71"
8001761281,JANITH HOMES LTD,Temporary Accommodation,"£2,992.38"
8001764029,MAGICARE LTD,Temporary Accommodation,"£2,989.28"
5201133648,UNITED GUARDING SERVICES LTD,General,"£2,984.18"
8001733241,SHINE PARTNERSHIPS LTD,Temporary Accommodation,"£2,980.43"
5201132748,UK ASSETS LTD,"Construction, Property and Fac Man","£2,978.25"
8001736941,METROPOLITAN HOUSING TRUST LTD,"Construction, Property and Fac Man","£2,977.21"
8001754671,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£2,977.16"
8001763891,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,975.64"
8001765439,WOODSIDE HOME,Temporary Accommodation,"£2,962.72"
8001761318,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£2,961.97"
8001763936,BUPA CARE HOMES (GL) LTD,Temporary Accommodation,"£2,961.43"
5201133312,KENNEDY CATER LTD,Legal,"£2,961.00"
8001759101,EXTRA MILE CARE COMPANY,Social care,"£2,960.44"
8001732241,VINEYARD (UK) SERVICES LTD,Temporary Accommodation,"£2,960.00"
1900799747,REDACTED PERSONAL DATA,People and Recruitment,"£2,960.00"
8001722821,BLACKBURN WITH DARWEN BOROUGH COUNC,Children and Education,"£2,959.76"
8001761416,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,953.86"
5201134682,CUTTLE CONSTRUCTION LTD,"Construction, Property and Fac Man","£2,950.00"
8001756561,HAIL LTD,Social care,"£2,945.53"
8001743061,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£2,944.00"
8001706041,PREMIER CAREWAITING LTD,Social care,"£2,940.00"
8001752161,PREMIER CAREWAITING LTD,Social care,"£2,940.00"
8001729781,MIG HOUSE RESIDENTIAL CARE HOME LTD,Temporary Accommodation,"£2,940.00"
8001717189,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,939.29"
8001763935,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,939.29"
8001652755,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,939.28"
8001563730,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,939.28"
8001765367,BLOSSOM COMMUNITY CARE,Temporary Accommodation,"£2,936.14"
8001725361,CHRISTIES CARE LTD,Social care,"£2,934.14"
8001749361,HAZELDENE CARE & SUPPORT LTD,Social care,"£2,922.99"
8001756201,ST. MICHAEL'S SUPPORT & CARE LIMITE,Temporary Accommodation,"£2,922.86"
8001721972,ALLPAY LTD,Social care,"£2,922.86"
5201134938, ITM COMMUNICATIONS LTD,IT and Telecoms,"£2,905.00"
8001765440,WOODSIDE HOME,Temporary Accommodation,"£2,900.72"
5201135368,UNITED GUARDING SERVICES LTD,General,"£2,898.76"
8001765417,ST ALEX LTD,Temporary Accommodation,"£2,898.50"
5201134364,REDACTED PERSONAL DATA,Sport and Leisure,"£2,886.85"
8001739549,ROSS WYLD CARE HOME,General,"£2,881.28"
5201133547,DVIP,Legal,"£2,880.00"
8001762021,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£2,880.00"
8001727412,RYANCARE FOSTERING LTD,Children and Education,"£2,879.28"
8001727404,RYANCARE FOSTERING LTD,Children and Education,"£2,879.28"
8001761453,THE GRANGE,Temporary Accommodation,"£2,878.58"
8001764160,MAGICARE LTD,Temporary Accommodation,"£2,878.58"
8001761455,THE GRANGE,Temporary Accommodation,"£2,878.58"
8001765480,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.58"
8001765467,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.58"
8001764041,MAGICARE LTD,Temporary Accommodation,"£2,878.58"
8001765541,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,878.58"
8001765519,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.58"
8001765444,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,878.58"
8001765471,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,878.58"
8001765445,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,878.58"
8001765388,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.58"
8001765483,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.58"
8001765484,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.58"
8001761467,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,878.58"
8001764146,MAGICARE LTD,Temporary Accommodation,"£2,878.58"
8001765393,BLOSSOM COMMUNITY CARE,Temporary Accommodation,"£2,878.58"
8001761821,CONSENSA CARE LTD,Social care,"£2,878.57"
8001763939,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,875.07"
1900799064,ARCHANT COMMUNITY MEDIA LIMITED,General,"£2,875.00"
8001732161,VINEYARD (UK) SERVICES LTD,Social care,"£2,870.68"
5201135348,UNITED GUARDING SERVICES LTD,General,"£2,865.18"
5201134661,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£2,856.67"
8001762461,NEXT STEP SUPPORT LTD,Social care,"£2,852.00"
5201134683,JAM CONSULT LTD,People and Recruitment,"£2,852.00"
8001754670,TACT,Children and Education,"£2,852.00"
8001762441,NEXT STEP SUPPORT LTD,Social care,"£2,852.00"
1900799662,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£2,849.64"
8001733221,SHINE PARTNERSHIPS LTD,Social care,"£2,848.68"
8001765460,SURREY COUNTY COUNCIL,Temporary Accommodation,"£2,844.82"
8001597121,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,844.48"
8001690021,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,844.47"
8001763905,BROOKLAND HOMES LTD,Temporary Accommodation,"£2,835.21"
8001763837,BUPA CARE HOMES (BNH) LTD,Temporary Accommodation,"£2,835.21"
8001741201,CONSENSA CARE LTD,Social care,"£2,834.29"
8001764050,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,833.58"
8001718741,HAZELDENE CARE & SUPPORT LTD,Social care,"£2,828.70"
8001761426,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,825.42"
8001765395,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£2,820.30"
8001750521,CIRCLE OF CARE SERVICE LTD,Social care,"£2,815.12"
8001761362,QUANTUM CARE LIMITED,Temporary Accommodation,"£2,812.14"
8001762001,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£2,811.00"
8001765349,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£2,806.74"
8001763830,LIFE STYLE CARE (2011) PLC,Temporary Accommodation,"£2,804.13"
8001738641,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£2,800.00"
8001736241,NEXT STEP SUPPORT LTD,Social care,"£2,800.00"
8001736181,NEXT STEP SUPPORT LTD,Social care,"£2,800.00"
8001718421,INDIVIDUALISED CARE LTD,Social care,"£2,800.00"
8001735241,DILIGENT CARE SERVICES LTD,Social care,"£2,800.00"
5201133647,TAVISTOCK & PORTMAN NHS FT,Learning and Development,"£2,800.00"
8001726041,ST ALEX LTD,Social care,"£2,800.00"
8001736341,NEXT STEP SUPPORT LTD,Temporary Accommodation,"£2,800.00"
8001754181,DILIGENT CARE SERVICES LTD,Social care,"£2,800.00"
8001764047,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,799.30"
5201132752,WOLFESTONE TRANSLATION LTD,Legal,"£2,799.00"
8001719921,ADELAIDE CARE LTD,Social care,"£2,790.76"
1900799873,PERSONNEL HYGIENE SERVICES LTD,General,"£2,788.89"
8001719694,ST LUCY LODGE,Temporary Accommodation,"£2,785.57"
8001761765,ST LUCY LODGE,Temporary Accommodation,"£2,785.56"
8001765275,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£2,783.34"
8001764191,MAGICARE LTD,Temporary Accommodation,"£2,783.34"
8001765518,DRS CARE HOMES LTD,Temporary Accommodation,"£2,783.34"
8001765532,CENTRAL & CECIL HOUSING TRUST,Temporary Accommodation,"£2,783.34"
8001764121,PARKVIEW HOUSE CARE LTD,Temporary Accommodation,"£2,783.34"
1900799099,AECOM LTD,People and Recruitment,"£2,782.68"
8001764075,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,782.61"
8001719334,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,782.60"
8001737358,LONDON CARE PLC,Social care,"£2,778.40"
200343106,EPIC TRUST - SWALLOW HOUSE,Social care,"£2,771.55"
8001765319,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£2,764.50"
8001764069,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,764.50"
8001719328,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,764.49"
8001721181,HAIL LTD,Social care,"£2,758.44"
5201134965,TRAIN2WORK ACADEMY,General,"£2,755.42"
8001732382,CHRISTIES CARE LTD,Social care,"£2,751.28"
8001750101,CHRISTIES CARE LTD,Social care,"£2,751.28"
8001725341,CHRISTIES CARE LTD,Social care,"£2,751.28"
1900798814,REDACTED PERSONAL DATA,Energy and Utilities,"£2,750.09"
8001766061,NTEC SUPPORT SERVICES LTD,Temporary Accommodation,"£2,750.00"
8001765508,ASTON GRANGE LTD,Temporary Accommodation,"£2,745.72"
8001761442,THE HILLINGS LTD,Social care,"£2,745.72"
8001765465,ASTON GRANGE LTD,Temporary Accommodation,"£2,745.72"
200342657,STONEWALL HOUSING ASSOCIATION,Social care,"£2,743.23"
200343123,STONEWALL HOUSING ASSOCIATION,Social care,"£2,743.23"
8001763848,MULLINVAM LIMITED,Temporary Accommodation,"£2,742.57"
8001765360,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£2,741.28"
8001761350,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£2,741.28"
8001543917,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,740.01"
8001763947,MAGICARE LTD,Temporary Accommodation,"£2,739.99"
8001763835,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,739.65"
8001763946,MAGICARE LTD,Temporary Accommodation,"£2,724.51"
8001763851,MAGICARE LTD,Temporary Accommodation,"£2,724.51"
8001763910,MAGICARE LTD,Temporary Accommodation,"£2,724.51"
5201132776,B & L COACHES,Transport & Travel,"£2,718.60"
8001761464,JEWISH CARE,Temporary Accommodation,"£2,715.91"
8001765537,ALLIANCE CARE AND SUPPORT LTD,Temporary Accommodation,"£2,715.60"
8001765323,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£2,710.38"
8001763814,MAGICARE LTD,Temporary Accommodation,"£2,702.37"
8001754687,SEAFIELDS FOSTERING LIMITED,Children and Education,"£2,700.46"
8001721001,TTP COUNSELLING CENTRE LTD,Social care,"£2,700.18"
5201133549,ALLEN LANE LTD,Finance,"£2,700.00"
5201134120,FRANKHAM CONSULTANCY GROUP LTD,People and Recruitment,"£2,692.81"
8001753901,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£2,688.00"
200342689,HARINGEY WOMENS FORUM,Social care,"£2,684.93"
200343157,HARINGEY WOMENS FORUM,Social care,"£2,684.93"
8001763843,NEWSTEAD NURSING HOME,Temporary Accommodation,"£2,676.41"
8001765373,DRS CARE HOMES LTD,Temporary Accommodation,"£2,674.81"
8001761813,ADR CARE HOMES LTD,Social care,"£2,672.14"
8001761817,ADR CARE HOMES LTD,Social care,"£2,672.14"
5201134263, ITM COMMUNICATIONS LTD,IT and Telecoms,"£2,669.22"
8001761277,JANITH HOMES LTD,Temporary Accommodation,"£2,666.31"
8001733381,NORWOOD SCHOOLS LTD,Social care,"£2,660.72"
8001763561,NORWOOD SCHOOLS LTD,Social care,"£2,660.72"
8001765502,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,657.14"
8001719338,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,657.14"
8001764212,PAULINE HOGAN T/A STIRLINGPARK CARE,Temporary Accommodation,"£2,657.14"
8001761791,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£2,657.14"
8001754768,SHARED CARE SERVICES LTD,Children and Education,"£2,657.14"
8001764036,PAULINE HOGAN T/A STIRLINGPARK CARE,Temporary Accommodation,"£2,657.14"
8001765375,ASHLEY HOUSE,Temporary Accommodation,"£2,657.14"
8001719720,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£2,657.14"
8001764079,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,657.14"
8001764086,MAGICARE LTD,Temporary Accommodation,"£2,657.14"
8001761419,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,656.70"
8001764053,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,652.98"
