 Transaction  No  , Vendor ,Category,Amount
8001801996,ASHLEY HOUSE,Temporary Accommodation,"£2,400"
8001798340,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,400"
1900801711,ESTATE141 LIMITED,Temporary Accommodation,"£2,399"
200343821,CHRISTIAN ACTION HOUSING ASSOCIATIO,Social care,"£2,399"
8001803514,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,396"
8001798216,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,396"
8001798749,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,396"
8001781701,EXTRA MILE CARE COMPANY,Social care,"£2,396"
8001803517,R AND G SPARKES LTD,Social care,"£2,392"
200343829,HARINGEY CHINESE CENTRE,Social care,"£2,392"
8001798380,JEWISH CARE,Temporary Accommodation,"£2,384"
8001802078,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,380"
8001803667,ROSEVIEW CARE HOMES,Temporary Accommodation,"£2,380"
8001802144,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£2,379"
8001784801,ANNA HOUSE LTD,Temporary Accommodation,"£2,377"
8001791581,ST LUCY CARE SER T/A STEP FORWARD H,Social care,"£2,376"
5201138233,OPEN DOOR,Social care,"£2,375"
8001798672,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,370"
8001762541,SAPH LTD,Social care,"£2,369"
8001798701,THE CONIFERS HEALTHCARE LTD,Temporary Accommodation,"£2,369"
5201138040,ENGINEERING EMPLOYERS FEDERATION,General,"£2,366"
8001788381,CARE PAYMENTS ADMINISTRATION,Social care,"£2,365"
8001802008,ASHLEY HOUSE,Temporary Accommodation,"£2,364"
8001798771,MAGICARE LTD,Temporary Accommodation,"£2,361"
8001798664,MAGICARE LTD,Temporary Accommodation,"£2,361"
5201137046,RINGWAY JACOBS LIMITED,Public Realm,"£2,360"
8001798933,WATERFALL HOUSE LTD,Temporary Accommodation,"£2,360"
5201137333,LYNCADE LTD t/a CAVENDISH CARS,Transport & Travel,"£2,358"
8001798352,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,358"
8001798350,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,358"
8001772761,CIRCLE OF CARE SERVICE LTD,Social care,"£2,356"
8001798935,HERITAGE CARE,Social care,"£2,351"
8001788661,CARE PAYMENTS ADMINISTRATION,Social care,"£2,349"
8001798758,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,349"
5201137999,THE KIRTON HEALTHCARE GROUP LTD,Social care,"£2,349"
5201136868,ELEGANCE FURNITURE SUPPLIES LTD,General,"£2,348"
5201137897,QA LIMITED,Learning and Development,"£2,348"
1900801305,WORKFLAIR LIMITED,Temporary Accommodation,"£2,347"
8001798345,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,346"
8001803572,PAULINE HOGAN T/A STIRLINGPARK CARE,Temporary Accommodation,"£2,343"
1900802011,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£2,343"
5201136683,THE HELPING HAND COMPANY,Social care,"£2,337"
8001798288,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,332"
8001798259,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,332"
8001798338,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,329"
5201136869,MACE LTD,"Construction, Property and Fac Man","£2,325"
5201136870,MACE LTD,"Construction, Property and Fac Man","£2,325"
8001790561,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£2,325"
5201136235,REDACTED PERSONAL DATA,Sport and Leisure,"£2,320"
8001798903,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£2,320"
8001802073,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,320"
8001801888,AVON LODGE UK LTD,Temporary Accommodation,"£2,320"
8001801998,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,320"
8001802079,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,320"
8001801972,AVON LODGE UK LTD,Temporary Accommodation,"£2,320"
8001802091,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,320"
8001802141,ABBEYDALE RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,320"
8001801961,AVON LODGE UK LTD,Temporary Accommodation,"£2,320"
8001798316,THE GRANGE,Temporary Accommodation,"£2,320"
8001802168,ABBEYDALE RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,320"
8001802171,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,319"
8001798348,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,316"
8001798331,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,316"
8001798187,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,316"
8001798336,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,316"
8001802167,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,314"
8001803670,MAGICARE LTD,Temporary Accommodation,"£2,314"
8001802132,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,314"
5201137315,ALL MEDIA WORKS LTD,Sport and Leisure,"£2,307"
8001803570,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,304"
1900801996,ILSE AMLOT CENTRE FOR WOMEN & CHILD,People and Recruitment,"£2,304"
8001798786,MULLINVAM LIMITED,Temporary Accommodation,"£2,301"
8001798626,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,300"
8001798624,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,300"
8001798628,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,300"
8001798631,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,300"
8001798625,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,300"
8001785561,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,300"
8001798627,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,300"
8001798870,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,300"
8001803642,SPRINGMARSH HOMES LTD,Social care,"£2,300"
8001798623,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,300"
8001798630,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,300"
8001803663,ROSEVIEW CARE HOMES,Temporary Accommodation,"£2,294"
8001798922,SOUTHGATE BEAUMOUNT CARE COMMUNITY,Temporary Accommodation,"£2,294"
8001803491,MAGICARE LTD,Temporary Accommodation,"£2,294"
8001802156,EUROPEAN CARE & LIFESTYLES (UK) LTD,Temporary Accommodation,"£2,294"
5201137206,REDACTED PERSONAL DATA,Sport and Leisure,"£2,292"
1900800736,ALERE CARE LIMITED,Children and Education,"£2,287"
8001770245,SEVACARE (UK) LTD,Social care,"£2,287"
8001792682,SEVACARE (UK) LTD,Social care,"£2,287"
8001792662,SEVACARE (UK) LTD,Social care,"£2,287"
8001798756,MAGICARE LTD,Temporary Accommodation,"£2,281"
200343859,ST MUNGOS HOUSING ASSOCIATION,Social care,"£2,280"
200343823,MARCUS & MARCUS LTD,Social care,"£2,280"
200343851,NIA PROJECT,Social care,"£2,280"
8001798334,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,277"
5201135827,PLM OFFICE SOLUTION,General,"£2,275"
8001798920,ST LUCY LODGE,Temporary Accommodation,"£2,274"
5201138000,THE HELPING HAND COMPANY,Social care,"£2,269"
8001798671,HOLMWOOD HOUSE NURSING HOME,Temporary Accommodation,"£2,268"
8001767241,EXTRA MILE CARE COMPANY,Social care,"£2,262"
8001803576,CENTRE FOR BETTER HEALTH LTD,Social care,"£2,260"
8001803574,CENTRE FOR BETTER HEALTH LTD,Social care,"£2,260"
8001802005,CENTRE FOR BETTER HEALTH LTD,Temporary Accommodation,"£2,260"
8001803524,CENTRE FOR BETTER HEALTH LTD,Social care,"£2,260"
8001803481,CENTRE FOR BETTER HEALTH LTD,Social care,"£2,260"
8001802173,CENTRE FOR BETTER HEALTH LTD,Temporary Accommodation,"£2,260"
5201136682,THE HELPING HAND COMPANY,Social care,"£2,259"
8001798737,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,256"
8001798353,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,255"
8001798665,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,255"
8001798778,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,255"
8001798748,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,255"
8001770224,SEVACARE (UK) LTD,Social care,"£2,251"
1900801613,DC GROUP (UK) LTD,Communication,"£2,250"
1900801281,PENNA PLC,People and Recruitment,"£2,250"
1900800960,INNOVISION HEALTHCARE SOLUTIONS LTD,Public Health,"£2,250"
8001798707,JENCARE HOMES LTD,Temporary Accommodation,"£2,248"
8001803645,MAGICARE LTD,Temporary Accommodation,"£2,246"
8001777201,ONE HOUSING GROUP LTD,Social care,"£2,243"
8001798773,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,241"
8001802117,CAMDEN LODGE,Temporary Accommodation,"£2,240"
1900800991,IPEOPLE SERVICES LIMITED,People and Recruitment,"£2,240"
1900801634,IPEOPLE SERVICES LIMITED,People and Recruitment,"£2,240"
8001798760,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,238"
1900801240,THAMES WATER UTILITIES LTD,Energy and Utilities,"£2,238"
8001798365,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,237"
8001766872,INDEPENDENT PLUS LTD,"Construction, Property and Fac Man","£2,236"
1900801934,REDACTED PERSONAL DATA,General,"£2,234"
8001771161,CONNIFIERS CARE LIMITED,Social care,"£2,214"
8001803654,MAGICARE LTD,Temporary Accommodation,"£2,214"
8001798911,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£2,200"
8001798281,QUANTUM CARE LIMITED,Temporary Accommodation,"£2,200"
8001798925,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£2,200"
8001773881,OAK TREE CARE SERVICES LIMITED,Temporary Accommodation,"£2,200"
8001785901,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,200"
8001801909,CAMDEN LODGE,Temporary Accommodation,"£2,200"
8001798913,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£2,200"
8001782581,NEXT STEP SUPPORT LTD,Temporary Accommodation,"£2,200"
8001802063,CIRCA CARE LTD,Temporary Accommodation,"£2,200"
8001801936,CLOVELLY HOUSE RESIDENTIAL HOME LTD,Temporary Accommodation,"£2,200"
1900802016,FLYNN COMMUNICATIONS LTD,General,"£2,200"
8001785802,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,200"
8001803488,NORBURY HALL RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,200"
8001802040,GCH (MARTINS HOUSE) LIMITED,Temporary Accommodation,"£2,197"
8001798634,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798641,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798642,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798643,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798639,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798640,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798636,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798638,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798635,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798632,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798637,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798633,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,196"
8001798370,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£2,196"
8001798729,THE RED HOUSE NURSING HOME,Temporary Accommodation,"£2,194"
8001766773,ALERE CARE LIMITED,"Construction, Property and Fac Man","£2,192"
8001801949,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£2,191"
5201137076,UNITED GUARDING SERVICES LTD,General,"£2,190"
8001798241,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£2,188"
5201136269,UNITED GUARDING SERVICES LTD,General,"£2,187"
8001798859,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,187"
5201137075,UNITED GUARDING SERVICES LTD,General,"£2,187"
5201136263,RINGWAY JACOBS LIMITED,Public Realm,"£2,186"
8001802015,BENELL CARE SERVICES LIMITED,Temporary Accommodation,"£2,185"
8001798393,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,182"
8001780521,THE PROVIDENCE PROJECTS REHAB GROUP,Social care,"£2,176"
8001801952,DR FRENCH MEMORIAL HOME LTD,Temporary Accommodation,"£2,164"
8001802062,DR FRENCH MEMORIAL HOME LTD,Temporary Accommodation,"£2,164"
8001780001,EXTRA MILE CARE COMPANY,Social care,"£2,164"
8001779761,DILIGENT CARE SERVICES LTD,Social care,"£2,163"
8001798667,BLACKBERRY HILL LTD,Temporary Accommodation,"£2,162"
5201136627,TNT POST LONDON LTD,General,"£2,162"
8001798706,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,161"
8001798685,MAGICARE LTD,Temporary Accommodation,"£2,161"
8001798698,BUPA CARE HOMES (AKW) LIMITED,Temporary Accommodation,"£2,161"
8001798366,BUPA CARE HOMES,Temporary Accommodation,"£2,160"
8001791441,HOFFMANN FOUNDATION FOR AUTISM,"Construction, Property and Fac Man","£2,160"
8001770307,SEVACARE (UK) LTD,Social care,"£2,155"
8001801941,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,155"
8001801939,TORRINGTON HOMES,Temporary Accommodation,"£2,154"
8001798267,THE GRANGE,Temporary Accommodation,"£2,153"
8001798226,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,153"
8001798242,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,153"
8001801969,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£2,150"
5201136046,HOWARDS HYDROCARE LTD,"Construction, Property and Fac Man","£2,150"
8001804641,CRAEGMOOR FACILITIES COMPANY LTD,General,"£2,146"
5201137877,A CHAWHAN LTD,Children and Education,"£2,144"
1900801236,BRITISH GAS BUSINESS,Energy and Utilities,"£2,141"
8001788501,CARE PAYMENTS ADMINISTRATION,Social care,"£2,141"
8001798189,B&M INVESTMENTS LIMITED,Temporary Accommodation,"£2,140"
8001792745,SEVACARE (UK) LTD,Social care,"£2,139"
8001798862,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,137"
200343814,SANCTUARY HOUSING ASSOCIATION,Social care,"£2,134"
8001801929,WATERFALL HSE LTD t/a AMBERLEY HOUS,Temporary Accommodation,"£2,133"
8001776781,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£2,128"
8001798781,MAGICARE LTD,Temporary Accommodation,"£2,124"
200343815,CATCH 22 CHARITY LTD,Social care,"£2,123"
8001798333,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,123"
8001801882,COTTAGE & RURAL ENTERPRISES LTD,Temporary Accommodation,"£2,122"
8001798254,THE GRANGE,Temporary Accommodation,"£2,122"
8001803623,MAGICARE LTD,Temporary Accommodation,"£2,121"
1900801254,CLIFFORD DEVLIN LTD,"Construction, Property and Fac Man","£2,115"
5201137656,FAHRAN ALOYSIUS WASHINGTON,Sport and Leisure,"£2,114"
8001802083,QUANTUM CARE LIMITED,Temporary Accommodation,"£2,114"
8001798372,THE GRANGE,Temporary Accommodation,"£2,114"
8001802138,ASTON GRANGE LTD,Temporary Accommodation,"£2,114"
8001801896,CEDAR HOUSE CO LTD,Temporary Accommodation,"£2,114"
8001798329,J & C CHELLUN T/A LAKESIDE NURSING,Temporary Accommodation,"£2,114"
8001802039,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,114"
8001802010,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,114"
8001798691,NEW CENTURY CARE (FINCHLEY) LTD,Temporary Accommodation,"£2,113"
5201138072,CGI IT UK LIMITED,IT and Telecoms,"£2,113"
8001798262,THE GRANGE,Temporary Accommodation,"£2,112"
8001798728,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,110"
8001803533,BUPA CARE HOMES (CFHCARE) LTD,Temporary Accommodation,"£2,108"
1900801379,BNP PARIBAS REAL ESTATE A&P MGMT UK,Legal,"£2,105"
8001788741,CARE PAYMENTS ADMINISTRATION,Social care,"£2,104"
200343812,NORWOOD SUPPORTED ACCOM,Social care,"£2,101"
8001785961,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,100"
8001769342,EXTRA MILE CARE COMPANY,Social care,"£2,100"
5201136648,BOUNDS GREEN GROUP PRACTICE,Public Health,"£2,100"
5201137231,LOGICALIS UK LTD,IT and Telecoms,"£2,100"
8001803568,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£2,094"
1900801209,ASA GRP LTD T/A ASA DISTRIBUTION,General,"£2,093"
8001782362,KISHARON,Social care,"£2,093"
8001766849,CARE R US LTD T/A KROSSROADS,"Construction, Property and Fac Man","£2,091"
8001769221,WESTERN COUNSELLING SERVICES LTD,Social care,"£2,089"
8001792901,VINEYARD (UK) SERVICES LTD,Social care,"£2,085"
8001793181,VINEYARD (UK) SERVICES LTD,Social care,"£2,085"
8001798930,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,085"
8001784901,EXTRA MILE CARE COMPANY,Social care,"£2,082"
8001798865,WATERFALL HOUSE LTD t/a SEAFORTH LO,Temporary Accommodation,"£2,081"
8001798244,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,081"
8001801948,AVON LODGE UK LTD,Temporary Accommodation,"£2,081"
5201137482,STHREE STAFFING UK LTD,People and Recruitment,"£2,075"
5201135873,STHREE STAFFING UK LTD,People and Recruitment,"£2,075"
5201136157,STHREE STAFFING UK LTD,People and Recruitment,"£2,075"
8001798755,MAGICARE LTD,Temporary Accommodation,"£2,075"
8001798689,BUPA CARE HOMES (BNH) LTD,Temporary Accommodation,"£2,075"
8001798742,LANCAM NURSING HOME,Temporary Accommodation,"£2,075"
1900800961,SANCTUARY PERSONNEL LTD,People and Recruitment,"£2,070"
1900800493,SANCTUARY PERSONNEL LTD,People and Recruitment,"£2,070"
1900800959,SANCTUARY PERSONNEL LTD,People and Recruitment,"£2,070"
8001798663,MAGICARE LTD,Temporary Accommodation,"£2,070"
1900801326,BRITISH GAS BUSINESS,Energy and Utilities,"£2,069"
5201138101,UNITED GUARDING SERVICES LTD,General,"£2,067"
8001784461,OASIS CARE & TRAINING AGENCY,Social care,"£2,065"
8001764321,OASIS CARE & TRAINING AGENCY,Social care,"£2,065"
8001767601,HAIL LTD,Social care,"£2,062"
8001798768,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,061"
8001798789,RANC CARE HOMES LTD,Temporary Accommodation,"£2,055"
8001803617,MAGICARE LTD,Temporary Accommodation,"£2,054"
1900802180,NORWOOD SCHOOLS LTD,Communication,"£2,050"
8001803493,MAGICARE LTD,Temporary Accommodation,"£2,049"
8001803662,MAGICARE LTD,Temporary Accommodation,"£2,046"
8001798926,HERITAGE CARE,Temporary Accommodation,"£2,046"
8001781803,BENJAMIN UK LTD,Temporary Accommodation,"£2,046"
1900801114,REDACTED PERSONAL DATA,Communication,"£2,040"
8001798246,NELLSAR LTD,Temporary Accommodation,"£2,040"
8001766879,LCS PARTNERSHIPS LTD,"Construction, Property and Fac Man","£2,039"
8001798291,MONREAD LODGE NURSING HOME LIMITED,Temporary Accommodation,"£2,038"
8001798727,MULLINVAM LIMITED,Temporary Accommodation,"£2,038"
8001798269,HUGH MYDDLETON HOUSE,Temporary Accommodation,"£2,038"
8001798684,AGUDAS ISRAEL HOUSING ASSOCIAT LTD,Social care,"£2,033"
5201138107,TYCO FIRE & INTEGRATED SOLUTIONS (U,"Construction, Property and Fac Man","£2,031"
5201138106,TYCO FIRE & INTEGRATED SOLUTIONS (U,"Construction, Property and Fac Man","£2,031"
8001801993,RUNWOOD HOMES LTD,Temporary Accommodation,"£2,028"
200343807,HORNSEY HOUSING TRUST,Social care,"£2,026"
8001801991,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,020"
1900801770,IPEOPLE SERVICES LIMITED,People and Recruitment,"£2,016"
8001766866,FINEFAIR LTD,"Construction, Property and Fac Man","£2,015"
8001798711,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,015"
8001803500,MAGICARE LTD,Temporary Accommodation,"£2,014"
5201138256,G W TWILLEY & SON LTD,Transport & Travel,"£2,014"
8001789081,HAIL LTD,Social care,"£2,014"
8001798209,THE LIMES RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,013"
8001803650,ROSEVIEW CARE HOMES,Temporary Accommodation,"£2,006"
8001798221,THE LIMES RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,006"
5201138093,TNT POST LONDON LTD,General,"£2,006"
8001798351,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,005"
5201138076,UNITED GUARDING SERVICES LTD,General,"£2,005"
8001798332,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,000"
8001801927,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,000"
8001801979,ASHLEY HOUSE,Temporary Accommodation,"£2,000"
8001801914,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,000"
1900801553,LISELLE SOCIAL CARE LTD,People and Recruitment,"£2,000"
8001803544,MAGICARE LTD,Temporary Accommodation,"£2,000"
8001802134,DRS CARE HOMES LTD,Temporary Accommodation,"£2,000"
1900801229,BLAIR ESTATES LTD - CLIENT A/C,Temporary Accommodation,"£2,000"
8001798208,MELROSE HOUSE,Temporary Accommodation,"£2,000"
8001801951,ASHLEY HOUSE,Temporary Accommodation,"£2,000"
8001798219,MELROSE HOUSE,Temporary Accommodation,"£2,000"
8001798382,MELROSE HOUSE,Temporary Accommodation,"£2,000"
8001785941,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,000"
8001798383,MELROSE HOUSE,Temporary Accommodation,"£2,000"
1900801915,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,000"
5201137917,LEISURE MATTERS (UK) LTD,People and Recruitment,"£2,000"
1900801026,AJ DWELLINGS LTD T/A AJ PROPERTIES,Temporary Accommodation,"£2,000"
1900802482,TAILORED INDEPENDENT SUPPORT LTD,People and Recruitment,"£2,000"
1900801554,LISELLE SOCIAL CARE LTD,People and Recruitment,"£2,000"
8001798196,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,000"
5201136230,GREAT NEWS,Communication,"£2,000"
8001798220,METHODIST HOMES FOR THE AGED,Social care,"£1,997"
8001798855,WATERFALL HOUSE LTD,Temporary Accommodation,"£1,997"
8001803621,MAGICARE LTD,Temporary Accommodation,"£1,996"
5201138229,KEYSOFT SOLUTIONS LTD,IT and Telecoms,"£1,995"
8001798747,FOUR SEASONS (NO 10) LTD,Temporary Accommodation,"£1,995"
8001798391,THE FER VIEW,Temporary Accommodation,"£1,994"
8001802135,CLOVELLY HOUSE RESIDENTIAL HOME LTD,Temporary Accommodation,"£1,994"
8001792600,SEVACARE (UK) LTD,Social care,"£1,994"
