Transaction  No.,Vendor Name,Category,Amount
8001544670,BLOSSOM COMMUNITY CARE,Temporary Accommodation,"£2,936"
8001555607,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£2,934"
8001551501,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£2,929"
1900789135,ST JOHN AMBULANCE,Learning and Development,"£2,925"
8001546621,ST. MICHAEL'S SUPPORT & CARE LIMITE,Temporary Accommodation,"£2,923"
8001546743,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£2,920"
8001545948,JANITH HOMES LTD,Temporary Accommodation,"£2,919"
8001546916,MAGICARE LTD,Social care,"£2,914"
1900790294,PREMIER CAREWAITING LTD,General,"£2,909"
8001544751,WOODSIDE HOME,Temporary Accommodation,"£2,901"
1900788713,REDACTED PERSONAL DATA,Legal,"£2,900"
8001544727,ST ALEX LTD,Temporary Accommodation,"£2,899"
1900788730,ALISON WRIGHT & CO LTD,People and Recruitment,"£2,883"
5201119375,AMBIENT LANDSCAPES LTD,"Construction, Property and Fac Man","£2,882"
8001544694,ASTON GRANGE LTD,Temporary Accommodation,"£2,879"
8001544699,BLOSSOM COMMUNITY CARE,Temporary Accommodation,"£2,879"
8001544755,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,879"
8001544780,ASTON GRANGE LTD,Temporary Accommodation,"£2,879"
8001544784,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,879"
8001544793,ASTON GRANGE LTD,Temporary Accommodation,"£2,879"
8001544796,ASTON GRANGE LTD,Temporary Accommodation,"£2,879"
8001544797,ASTON GRANGE LTD,Temporary Accommodation,"£2,879"
8001544837,ASTON GRANGE LTD,Temporary Accommodation,"£2,879"
8001545236,G.A. PROJECTS LIMITED,Temporary Accommodation,"£2,879"
8001546841,CONSENSA CARE LTD,Social care,"£2,879"
8001547030,MAGICARE LTD,Temporary Accommodation,"£2,879"
8001547044,MAGICARE LTD,Temporary Accommodation,"£2,879"
8001547263,EXTRA MILE CARE COMPANY,Social care,"£2,873"
5201119839,SPIDDAL PLANT & CONSTRUCTION CO LTD,Public Realm,"£2,870"
8001558381,EXTRA MILE CARE COMPANY,Social care,"£2,867"
1900788836,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£2,863"
8001555805,TACT,Children and Education,"£2,852"
8001555927,TACT,Children and Education,"£2,852"
8001555928,TACT,Children and Education,"£2,852"
8001556016,TACT,Children and Education,"£2,852"
8001556051,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£2,835"
8001546924,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,834"
8001546152,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£2,829"
8001547881,ST. MICHAEL'S SUPPORT & CARE LIMITE,Temporary Accommodation,"£2,829"
8001546116,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,825"
1900789438,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£2,824"
8001544701,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£2,820"
8001546044,QUANTUM CARE LIMITED,Temporary Accommodation,"£2,812"
8001544646,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£2,807"
5201119445,SOUTHERN LANDSCAPE AND CONSTRUCTION,"Construction, Property and Fac Man","£2,800"
5201119523,CITY OF LONDON,General,"£2,800"
8001545281,ST ALEX LTD,Social care,"£2,800"
8001555222,DILIGENT CARE SERVICES LTD,Social care,"£2,800"
8001555722,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£2,800"
8001546921,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,799"
8001558402,EXTRA MILE CARE COMPANY,Social care,"£2,795"
8001561123,LONDON CARE PLC,Social care,"£2,795"
8001546388,ADIEMUS CARE LIMITED T/A CHAPLIN LO,Temporary Accommodation,"£2,795"
8001558677,ADELAIDE CARE LTD,Social care,"£2,791"
5201119057,REDACTED PERSONAL DATA,Learning and Development,"£2,789"
8001545201,ST LUCY LODGE,Temporary Accommodation,"£2,786"
8001544836,DRS CARE HOMES LTD,Temporary Accommodation,"£2,783"
8001544851,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£2,783"
8001547002,PARKVIEW HOUSE CARE LTD,Temporary Accommodation,"£2,783"
8001547087,MAGICARE LTD,Temporary Accommodation,"£2,783"
8001546949,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,783"
8001558401,EXTRA MILE CARE COMPANY,Social care,"£2,780"
8001551981,DRAYCOMBE HOUSE CARE LTD,"Construction, Property and Fac Man","£2,773"
8001536503,ST MUNGOS HOUSING ASSOCIATION,Temporary Accommodation,"£2,773"
8001547074,MAGICARE LTD,Social care,"£2,768"
8001561961,EXTRA MILE CARE COMPANY,Social care,"£2,765"
8001544614,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£2,764"
8001546943,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,764"
5201119890,XEROX (UK) LTD,IT and Telecoms,"£2,763"
5201120443,PENNA PLC,People and Recruitment,"£2,755"
1900788779,TIMOTHY JAMES CONSULTING LTD,People and Recruitment,"£2,750"
1900789194,TIMOTHY JAMES CONSULTING LTD,People and Recruitment,"£2,750"
1900789934,TIMOTHY JAMES CONSULTING LTD,People and Recruitment,"£2,750"
1900789949,TIMOTHY JAMES CONSULTING LTD,People and Recruitment,"£2,750"
8001547064,MAGICARE LTD,Temporary Accommodation,"£2,749"
5201117814,TRUSTMARQUE SOLUTIONS LIMITED,IT and Telecoms,"£2,746"
8001544778,ASTON GRANGE LTD,Temporary Accommodation,"£2,746"
8001544826,ASTON GRANGE LTD,Temporary Accommodation,"£2,746"
8001544323,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,744"
8001544374,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,744"
8001544382,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,744"
8001544383,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,744"
200337462,STONEWALL HOUSING ASSOCIATION,Social care,"£2,743"
8001544794,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£2,742"
8001544658,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£2,741"
8001546029,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£2,741"
8001547078,NAZARETH HOUSE,Temporary Accommodation,"£2,737"
8001559523,LIFEWAYS COMMUNITY CARE LTD,Social care,"£2,735"
5201118646,BUNZL UK LTD t/a GREENHAM,General,"£2,733"
1900790642,THAMES WATER UTILITIES LIMITED,Energy and Utilities,"£2,715"
1900789998,CLIFFORD DEVLIN LTD,"Construction, Property and Fac Man","£2,715"
8001544618,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£2,710"
8001555959,SEAFIELDS FOSTERING LIMITED,Children and Education,"£2,700"
5201118544,SKERN LODGE LIMITED,Sport and Leisure,"£2,700"
5201119802,ARLINGCLOSE LTD,Finance,"£2,700"
5201120219,MAYBREY PRECISION CASTINGS LIMITED,"Construction, Property and Fac Man","£2,700"
1900789384,OXFORD UNIVERSITY PRESS,Communication,"£2,695"
8001560441,CHRISTIES CARE LTD,Social care,"£2,691"
8001546040,THE GRANGE,Temporary Accommodation,"£2,684"
5201118425,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£2,678"
8001545971,JEWISH CARE,Temporary Accommodation,"£2,676"
8001544676,DRS CARE HOMES LTD,Temporary Accommodation,"£2,675"
5201120140,SYMBOLS WORLDWIDE LTDt/a Widgit Sof,IT and Telecoms,"£2,661"
8001544678,ASHLEY HOUSE,Temporary Accommodation,"£2,657"
8001544693,DRS CARE HOMES LTD,Temporary Accommodation,"£2,657"
8001544820,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,657"
8001544834,DRS CARE HOMES LTD,Temporary Accommodation,"£2,657"
8001545230,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£2,657"
8001546126,THE GRANGE,Temporary Accommodation,"£2,657"
8001546914,STIRLING PARK RESIDENTIAL HOME,Temporary Accommodation,"£2,657"
8001546954,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,657"
8001546961,MAGICARE LTD,Temporary Accommodation,"£2,657"
8001546107,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,657"
8001544669,DRS CARE HOMES LTD,Temporary Accommodation,"£2,656"
8001546927,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,653"
8001545965,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,653"
8001546930,R AND G SPARKES LTD,Social care,"£2,649"
8001559524,LIFEWAYS COMMUNITY CARE LTD,Social care,"£2,647"
8001560688,LONDON CARE PLC,Social care,"£2,642"
8001560769,LONDON CARE PLC,Social care,"£2,642"
8001563370,REDACTED PERSONAL DATA,Social care,"£2,639"
8001563380,REDACTED PERSONAL DATA,Social care,"£2,639"
8001544769,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,635"
8001544692,ASHLEY HOUSE,Temporary Accommodation,"£2,617"
1900789952,DSI BILLING SERVICES,General,"£2,615"
8001546119,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,610"
8001546121,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,610"
5201119575,HIGHWAY DESIGN PARTNERSHIP,Public Realm,"£2,610"
1900790061,SAPH LTD,General,"£2,608"
1900790063,SAPH LTD,General,"£2,608"
8001545942,JANITH HOMES LTD,Temporary Accommodation,"£2,601"
8001545980,JEWISH CARE,Temporary Accommodation,"£2,600"
1900789986,KARTEROS LTD T/A ST MARKS DAY SERVI,General,"£2,600"
1900790362,NORTH LONDON COMMUNITY HOUSE LTD,Children and Education,"£2,600"
1900790389,REDACTED PERSONAL DATA,Children and Education,"£2,600"
1900790412,KARTEROS LTD T/A ST MARKS DAY SERVI,General,"£2,600"
8001555305,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,600"
8001546114,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,597"
1900789951,DSI BILLING SERVICES,General,"£2,597"
5201119372,A CHAWHAN LTD,Children and Education,"£2,595"
8001546992,STIRLING PARK RESIDENTIAL HOME,Temporary Accommodation,"£2,595"
5201119357,JANE PAINTER ASSOCIATES LIMITED,People and Recruitment,"£2,592"
5201119794,AUDITEL RENTAL & SERVICE LTD,"Construction, Property and Fac Man","£2,591"
1900789901,REDACTED PERSONAL DATA,People and Recruitment,"£2,590"
5201118566,PWP FS PRINT AND DESIGN,Communication,"£2,590"
1900789113,SANCTURARY PERSONNEL LTD,People and Recruitment,"£2,588"
1900789114,SANCTURARY PERSONNEL LTD,People and Recruitment,"£2,588"
1900790388,SANCTURARY PERSONNEL LTD,People and Recruitment,"£2,588"
8001558561,REDACTED PERSONAL DATA,Social care,"£2,581"
8001546105,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,578"
8001544573,WATERFALL HSE LTD t/a AMBERLEY HOUS,Social care,"£2,569"
8001544637,AVON LODGE UK LTD,Temporary Accommodation,"£2,569"
8001544648,AVON LODGE UK LTD,Temporary Accommodation,"£2,569"
8001544650,BEECHRISE LTD,Temporary Accommodation,"£2,569"
8001544680,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,569"
8001544764,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,569"
8001544770,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,569"
8001544776,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,569"
8001544785,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,569"
8001545221,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£2,569"
8001546016,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,569"
8001546048,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,569"
8001546079,THE GRANGE,Temporary Accommodation,"£2,569"
8001547086,ROSEVIEW CARE HOMES,Social care,"£2,569"
8001546703,HOFFMANN FOUNDATION FOR AUTISM,"Construction, Property and Fac Man","£2,565"
8001546117,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,564"
8001545930,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,564"
8001546097,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,564"
8001546103,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,564"
8001542623,RHP SERVICES LIMITED,"Construction, Property and Fac Man","£2,562"
8001544832,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,562"
8001544847,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,562"
200337489,CENTRAL & CECIL HOUSING TRUST,Social care,"£2,552"
5201118036,EXTRA MILE CARE COMPANY,People and Recruitment,"£2,551"
1900790051,SAPH LTD,General,"£2,548"
8001545937,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,547"
8001543962,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546"
8001543963,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546"
8001543964,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546"
8001543965,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546"
8001543966,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546"
8001543967,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546"
8001543969,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546"
8001543970,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546"
8001545185,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,546"
8001547071,SPRINGMARSH HOMES LTD,Social care,"£2,546"
8001555995,LONDON BOROUGH OF BARNET,Children and Education,"£2,546"
8001545246,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,540"
1900788801,PARITOR LTD,General,"£2,540"
8001546909,MAGICARE LTD,Temporary Accommodation,"£2,540"
8001547080,MAGICARE LTD,Temporary Accommodation,"£2,540"
8001544625,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,530"
8001545227,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,524"
8001546101,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,521"
1900789429,AMEO LIMITED,People and Recruitment,"£2,520"
8001545243,ST LUCY LODGE,Temporary Accommodation,"£2,518"
8001544325,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544326,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544328,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544329,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544333,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544339,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544340,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544341,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544342,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544346,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544348,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544355,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544357,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544360,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001544381,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508"
8001556162,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£2,502"
8001544687,CENTRE FOR BETTER HEALTH LTD,Temporary Accommodation,"£2,502"
8001544688,CENTRE FOR BETTER HEALTH LTD,Temporary Accommodation,"£2,502"
8001546901,CENTRE FOR BETTER HEALTH LTD,Social care,"£2,502"
8001546937,CENTRE FOR BETTER HEALTH LTD,Social care,"£2,502"
8001546994,CENTRE FOR BETTER HEALTH LTD,Social care,"£2,502"
8001546996,CENTRE FOR BETTER HEALTH LTD,Social care,"£2,502"
1900783174,BRIDGE RENEWAL TRUST,Children and Education,"£2,500"
1900790007,DIGNITY FUNERALS LTD,Legal,"£2,500"
8001558961,NTEC SUPPORT SERVICES LTD,Temporary Accommodation,"£2,500"
8001547049,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,499"
8001546122,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,497"
8001545208,ALL ABOUT CARE LIMITED,Temporary Accommodation,"£2,492"
8001546988,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,490"
1900789871,PENNA PLC,People and Recruitment,"£2,489"
8001547076,MAGICARE LTD,Temporary Accommodation,"£2,487"
8001551162,FOCUS CARELINK LTD,Social care,"£2,484"
8001544817,CAMDEN LODGE,Temporary Accommodation,"£2,480"
8001546141,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,476"
8001559421,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£2,476"
8001552339,TACT,Children and Education,"£2,475"
8001561014,LONDON CARE PLC,Social care,"£2,474"
8001546144,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,473"
8001560695,LONDON CARE PLC,Social care,"£2,472"
8001560776,LONDON CARE PLC,Social care,"£2,472"
8001553541,CIRCLE OF CARE SERVICE LTD,Social care,"£2,465"
8001517548,LONDON BOROUGH OF BARNET,Children and Education,"£2,464"
1900789992,CLIFFORD DEVLIN LTD,"Construction, Property and Fac Man","£2,460"
8001542032,SEVACARE (UK) LTD,Social care,"£2,458"
1900788768,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£2,450"
8001555723,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£2,448"
8001546682,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£2,448"
8001552702,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£2,448"
5201119350,JAMES LECKEY DESIGN LTD,Social care,"£2,437"
8001544753,CIRCA CARE LTD,Temporary Accommodation,"£2,436"
8001544813,ASHBROOK COURT CARE HOME,Temporary Accommodation,"£2,436"
8001545231,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£2,436"
8001545382,DRS CARE HOMES LTD,Temporary Accommodation,"£2,436"
8001545401,DRS CARE HOMES LTD,Social care,"£2,436"
8001546041,QUANTUM CARE LIMITED,Temporary Accommodation,"£2,436"
8001546906,NORBURY HALL RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,436"
8001561542,DRS CARE HOMES LTD,Temporary Accommodation,"£2,436"
8001561543,DRS CARE HOMES LTD,Social care,"£2,436"
8001544729,GCH (MARTINS HOUSE) LIMITED,Temporary Accommodation,"£2,432"
8001543972,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543973,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543974,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543975,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543976,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543977,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543978,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543979,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543980,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543981,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543982,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543983,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001543984,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,432"
8001542020,SEVACARE (UK) LTD,Social care,"£2,429"
1900789094,INTERCOUNTRY ADOPTION CENTRE,Communication,"£2,428"
8001545956,REDACTED PERSONAL DATA,Social care,"£2,428"
8001544623,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£2,426"
200337443,CHRISTIAN ACTION HOUSING ASSOCIATIO,Social care,"£2,424"
8001544600,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,421"
8001544700,BENELL CARE SERVICES LIMITED,Temporary Accommodation,"£2,419"
5201120109,WD BISHOP AND SONS LTD,"Construction, Property and Fac Man","£2,403"
8001545902,VINEYARD (UK) SERVICES LTD,Social care,"£2,402"
1900789990,INDEPENDENT BUSINESS SERVICES LTD,People and Recruitment,"£2,400"
8001558981,NTEC SUPPORT SERVICES LTD,Temporary Accommodation,"£2,400"
200337470,CHRISTIAN ACTION HOUSING ASSOCIATIO,Social care,"£2,399"
8001544627,DR FRENCH MEMORIAL HOME LTD,Temporary Accommodation,"£2,396"
8001544752,DR FRENCH MEMORIAL HOME LTD,Temporary Accommodation,"£2,396"
1900788964,DEPARTMENT FOR WORK & PENSIONS,General,"£2,393"
8001544655,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£2,392"
200337480,HARINGEY CHINESE CENTRE,Social care,"£2,392"
1900790098,GLS EDUCATIONAL SUPPLIES LIMITED,Children and Education,"£2,389"
5201119217,BE FUELCARDS LIMITED,Energy and Utilities,"£2,386"
8001544615,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,385"
8001544612,TORRINGTON HOMES,Temporary Accommodation,"£2,385"
1900788723,KINGSWOOD LEARNING+LEI'RE GROUP LTD,Children and Education,"£2,384"
1900790238,VBA PARTNERS LTD,Learning and Development,"£2,382"
8001544645,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£2,381"
8001545262,ST ALEX LTD,Temporary Accommodation,"£2,380"
8001545282,ST ALEX LTD,Temporary Accommodation,"£2,380"
8001560281,CARE PAYMENTS ADMINISTRATION,Social care,"£2,377"
8001560283,CARE PAYMENTS ADMINISTRATION,Social care,"£2,377"
